code,transliterations,type
U29A,wDA,Ideogram
U3,mA,Phonetic
U30,tA,Phonetic
U30A,,Determinative
U30B,,Determinative
U31,itH|rtH|rtHti|xni|xnr,Ideogram
U32,dns|HmAt|smn|zmn,Ideogram
U32A,,Determinative
U32B,,Determinative
U32C,,Determinative
U33,ti|tit,Phonetic
U33A,,Determinative
U33B,,Determinative
U34,xsf,Ideogram
U34A,,Determinative
U35,xsf,Ideogram
U35A,,Determinative
U36,Hm|Hmww,Phonetic
U36A,,Determinative
U36B,,Determinative
U37,Xaq,Ideogram
U37A,,Determinative
U38,mxAt,Ideogram
U38A,,Determinative
U38B,,Determinative
U38C,,Determinative
U39,Ts|wTs|wTst,Phonetic
U39A,,Determinative
U39B,,Determinative
U39C,,Determinative
U39D,,Determinative
U39E,,Determinative
U39F,,Determinative
U39G,,Determinative
U39I,,Determinative
U39J,,Determinative
U39K,,Determinative
U39L,,Determinative
U39M,,Determinative
U39N,,Determinative
U39O,,Determinative
U39P,,Determinative
U39Q,,Determinative
U39h,,Determinative
U4,mAa,Ideogram
U40,rs|Ts|wTs|wTst,Phonetic
U41,tx,Phonetic
U43,mAA,Ideogram
U44,smA,Ideogram
U44A,,Determinative
U44B,,Determinative
U45,,Determinative
U46,,Determinative
U47,,Determinative
U48,,Determinative
U49,,Determinative
U49A,,Determinative
U5,mAa,Ideogram
U50,it|xA,Phonetic
U50A,,Determinative
U51,,Determinative
U52,,Determinative
U53,,Determinative
U54,it,Phonetic
U54A,,Determinative
U55,,Determinative
U55A,,Determinative
U56,,Determinative
U57,,Determinative
U58,,Determinative
U59,,Determinative
U6,mr,Phonetic
U60,,Determinative
U61,,Determinative
U62,,Determinative
U63,,Determinative
U64,,Determinative
U65,,Determinative
U66,,Determinative
U67,,Determinative
U68,stp-sA,Ideogram
U69,,Determinative
U7,mr,Phonetic
U70,,Determinative
U71,,Determinative
U72,,Determinative
U73,,Determinative
U74,,Determinative
U75,,Determinative
U76,,Determinative
U77,,Determinative
U78,,Determinative
U79,,Determinative
U7A,,Determinative
U7B,,Determinative
U7C,,Determinative
U7D,,Determinative
U8,Hn|Hnn,Phonetic
U80,,Determinative
U81,,Determinative
U82,,Determinative
U83,,Determinative
U84,,Determinative
U85,,Determinative
U86,,Determinative
U87,,Determinative
U88,,Determinative
U89,,Determinative
U9,bdt|xAi,Ideogram
U90,,Determinative
U91,,Determinative
U91A,,Determinative
U92,,Determinative
U92A,,Determinative
U93,,Determinative
U94,wnwt|mrxt,Ideogram
U94A,,Determinative
U95,,Determinative
U96,,Determinative
U97,Abw|sxx,Ideogram
U97A,,Determinative
U97B,,Determinative
U98,,Determinative
U99,,Determinative
U99A,nHp,Ideogram
U99B,anx,Ideogram
U99C,,Determinative
U99D,,Determinative
U99F,,Determinative
US1A223VARA,,Determinative
US1A22VARA,Sms-antyw,Ideogram
US1A33VARA,mni,Ideogram
US1A6BEXTU,,Determinative
US1Aa1000XT,,Determinative
US1C149VARA,,Determinative
US1C235VARA,,Determinative
US1E162VARA,,Determinative
US1E28AEXTU,,Determinative
US1E31VARA,,Determinative
US1F132VARA,,Determinative
US1F53VARA,sS|sSm,Phonetic
US1M31AEXTU,rd,Phonetic
US1M40AEXTU,,Determinative
US1O124VARA,HwtnTr|Hwt-nTr,Ideogram
US1P74VARA,mnS,Ideogram
US1V33AEXTU,,Determinative
US1X6AEXTU,,Determinative
US1Z100EXT,n|z,Phonetic
US1Z13EXTU,,Determinative
US22A116VARB,,Determinative
US22A143VARA,,Determinative
US22E255VARA,,Determinative
US22F31AEXTU,,Determinative
US22S25A,,Determinative
US22W17BVARD,xnt,Ideogram
US22W17BVARE,,Determinative
US248E35VARA,DHwty,Ideogram
US248O10CEXTU,Hwt_Hr,Ideogram
US248Y1VARB,,Determinative
US685N1VARA,hAy,Ideogram
V1,100|Snt|St,Phonetic
V10,Snw|rn,Phonetic
V100,,Determinative
V101,,Determinative
V102,Sd,Phonetic
V103,dbH,Ideogram
V103A,,Determinative
V104,dbH,Ideogram
V105,,Determinative
V106,,Determinative
V106A,,Determinative
V107,,Determinative
V108,,Determinative
V109,,Determinative
V11,dni|pxA,Ideogram
V110,iH|Xnm,Phonetic
V110A,,Determinative
V111,,Determinative
V112,,Determinative
V113,,Determinative
V114,,Determinative
V115,sxrw,Ideogram
V116,,Determinative
V117,,Determinative
V117A,,Determinative
V118,,Determinative
V119,bH,Phonetic
V11A,,Determinative
V12,arq|fx|Sfdw,Phonetic
V120,,Determinative
V121,,Determinative
V122,,Determinative
V123,,Determinative
V124,,Determinative
V125,,Determinative
V126,,Determinative
V127,,Determinative
V128,,Determinative
V129,,Determinative
V13,T,Phonetic
V130,,Determinative
V131,,Determinative
V132,,Determinative
V133,,Determinative
V134,,Determinative
V135,,Determinative
V136,,Determinative
V137,,Determinative
V138,,Determinative
V139,,Determinative
V14,T,Phonetic
V140,,Determinative
V141,,Determinative
V15,iT|iTi,Phonetic
V16,sA,Phonetic
V16A,,Determinative
V16B,,Determinative
V17,sA,Phonetic
V17A,,Determinative
V17B,,Determinative
V18,sA,Phonetic
V19,mDt|tmA|TmA|XAr,Ideogram
V2,As|sTA,Phonetic
V20,10|mD|mDw,Phonetic
V20h,,Determinative
V21,mD,Phonetic
V21A,,Determinative
V22,mH,Phonetic
V23,mH,Phonetic
V23A,mH,Phonetic
V23B,,Determinative
V24,wd|wD,Phonetic
V25,wd|wD,Phonetic
V26,ad|aD|anD,Phonetic
V27,aD,Phonetic
V27A,,Determinative
V27B,,Determinative
V28,H,Phonetic
V28A,,Determinative
V28B,,Determinative
V28C,,Determinative
V28D,,Determinative
V28E,,Determinative
V29,sk|wAH,Phonetic
V29A,,Determinative
V2A,,Determinative
V2B,,Determinative
V3,sTAw|sTA,Ideogram
V30,nb,Phonetic
V300,qar,Ideogram
V31,k,Phonetic
V31A,k,Phonetic
V31B,,Determinative
V32,gAw|msn,Ideogram
V32A,,Determinative
V32B,,Determinative
V32C,,Determinative
V32D,,Determinative
V32E,,Determinative
V33,g|Ss|sSr,Phonetic
V33B,,Determinative
V34,g|Ss|sSr,Phonetic
V35,g|Ss|sSr,Phonetic
V36,Hn,Phonetic
V36A,,Determinative
V36B,,Determinative
V36C,,Determinative
V36D,,Determinative
V36E,,Determinative
V36G,,Determinative
V36h,,Determinative
V37,idr,Ideogram
V38,wt,Phonetic
V39,tit,Ideogram
V39A,,Determinative
V4,wA,Phonetic
V40,wa|aw,Phonetic
V41,,Determinative
V42,,Determinative
V43,,Determinative
V43A,AHt|sTA,Ideogram
V44,,Determinative
V45,,Determinative
V46,sTA,Ideogram
V47,mnxt,Ideogram
V47A,,Determinative
V48,swdwd,Ideogram
V49,,Determinative
V49A,Sn,Phonetic
V5,snT,Ideogram
V50,,Determinative
V51,,Determinative
V52,,Determinative
V53,,Determinative
V54,,Determinative
V55,,Determinative
V56,,Determinative
V56A,,Determinative
V57,,Determinative
V58,mayt,Ideogram
V59,mayt,Ideogram
V5A,,Determinative
V6,g|Ss|Ssr,Phonetic
V60,,Determinative
V62,,Determinative
V63,,Determinative
V64,,Determinative
V65,,Determinative
V65A,,Determinative
V65B,,Determinative
V66,,Determinative
V67,,Determinative
V68,,Determinative
V69,,Determinative
V69A,,Determinative
V6A,,Determinative
V7,Sn,Phonetic
V70,,Determinative
V71,,Determinative
V72,,Determinative
V73,,Determinative
V74,,Determinative
V75,,Determinative
V76,,Determinative
V77,Hna,Ideogram
V78,,Determinative
V79,,Determinative
V8,Sn,Phonetic
V80,,Determinative
V81,,Determinative
V82,,Determinative
V83,Hw,Phonetic
V84,wAH|sk,Phonetic
V85,,Determinative
V86,,Determinative
V87,sk,Phonetic
V88,,Determinative
V89,,Determinative
V9,Snw,Ideogram
V90,sk,Phonetic
V91,,Determinative
V92,,Determinative
V93,,Determinative
V94,nb-nswt-tAwy,Ideogram
V95,,Determinative
V96,,Determinative
V97,Hnq,Ideogram
V98,,Determinative
V99,wtT|wtt,Ideogram
W1,mrHt,Ideogram
W10,ab|Hnt|iab|sxw|wsx|a|Hnw,Phonetic
W100,,Determinative
W101,,Determinative
W102,,Determinative
W103,,Determinative
W104,,Determinative
W105,,Determinative
W106,,Determinative
W107,rrm,Ideogram
W108,,Determinative
W109,,Determinative
W10A,ab|bA|Hnt|iab|sxw|wsx,Phonetic
W10B,,Determinative
W11,g|nst,Phonetic
W110,,Determinative
W111,,Determinative
W112,,Determinative
W113,a,Phonetic
W114,,Determinative
W115,,Determinative
W116,,Determinative
W117,,Determinative
W118,,Determinative
W119,,Determinative
W11A,,Determinative
W12,g|nst,Phonetic
W120,,Determinative
W121,,Determinative
W122,,Determinative
W123,,Determinative
W124,,Determinative
W125,,Determinative
W126,,Determinative
W13,dSrt,Ideogram
W14,Hs|Hz,Phonetic
W14A,,Determinative
W15,qbb|qbH,Ideogram
W15A,,Determinative
W15B,,Determinative
W16,qbb|qbH,Ideogram
W16A,,Determinative
W17,xnt,Ideogram
W17A,,Determinative
W17B,,Determinative
W17C,,Determinative
W17D,,Determinative
W18,xnt,Ideogram
W18A,,Determinative
W18B,,Determinative
W19,mi,Phonetic
W1A,,Determinative
W1B,,Determinative
W2,bAs,Ideogram
W20,irtt|irTt,Ideogram
W200,wrH|wdH,Ideogram
W200A,wrH|wdH,Ideogram
W201,wHAt|ktwt,Ideogram
W21,irp,Ideogram
W21A,,Determinative
W21B,,Determinative
W21C,,Determinative
W22,Hnqt|wdpw,Ideogram
W23,qrHt|wdpw,Ideogram
W24,nw,Phonetic
W25,in|ini,Phonetic
W25A,,Determinative
W27,,Determinative
W27A,,Determinative
W27B,,Determinative
W28,,Determinative
W29,,Determinative
W2B,,Determinative
W3,Hb|Hbt,Phonetic
W30,,Determinative
W31,,Determinative
W32,,Determinative
W32A,,Determinative
W33,,Determinative
W34,,Determinative
W34A,,Determinative
W35,,Determinative
W35A,,Determinative
W35B,,Determinative
W36,,Determinative
W37,,Determinative
W37A,,Determinative
W37B,,Determinative
W37C,,Determinative
W37D,,Determinative
W38,,Determinative
W39,,Determinative
W3A,,Determinative
W4,Hb,Phonetic
W40,Xnm,Ideogram
W41,Xnm,Ideogram
W42,,Determinative
W42A,,Determinative
W43,,Determinative
W44,,Determinative
W45,,Determinative
W46,,Determinative
W47,,Determinative
W48,,Determinative
W48A,,Determinative
W49,,Determinative
W4A,,Determinative
W5,XriHbt,Ideogram
W50,,Determinative
W51,,Determinative
W52,,Determinative
W53,wSb,Ideogram
W53A,,Determinative
W54,wab,Ideogram
W55,,Determinative
W56,rd|rDw,Phonetic
W57,,Determinative
W58,,Determinative
W59,,Determinative
W59A,,Determinative
W5A,,Determinative
W6,wHAt,Ideogram
W60,,Determinative
W61,,Determinative
W62,,Determinative
W63,,Determinative
W64,,Determinative
W65,,Determinative
W66,,Determinative
W67,,Determinative
W68,,Determinative
W69,,Determinative
W6A,,Determinative
W7,Ab|Abw|mAt|mAT,Phonetic
W70,nmst,Ideogram
W71,,Determinative
W72,,Determinative
W73,,Determinative
W74,,Determinative
W75,,Determinative
W76,,Determinative
W77,,Determinative
W78,,Determinative
W78A,,Determinative
W79,,Determinative
W7A,,Determinative
W8,Ab|Abw|mAt|mAT,Phonetic
W80,,Determinative
W81,,Determinative
W82,,Determinative
W83,,Determinative
W84,,Determinative
W85,,Determinative
W86,,Determinative
W87,,Determinative
W88,,Determinative
W89,,Determinative
W9,Xnm,Ideogram
W90,,Determinative
W91,,Determinative
W92,,Determinative
W93,,Determinative
W94,,Determinative
W95,psDt,Ideogram
W96,,Determinative
W97,,Determinative
W98,,Determinative
W99,,Determinative
W9A,,Determinative
W9B,,Determinative
W9R,,Determinative
X1,t,Phonetic
X10,,Determinative
X11,,Determinative
X12,,Determinative
X13,,Determinative
X2,DHwty|it|t,Phonetic
X2A,,Determinative
X2B,,Determinative
X2C,,Determinative
X2D,,Determinative
X3,DHwty|it|t,Phonetic
X3A,,Determinative
X3B,t-HD,Ideogram
X3C,,Determinative
X4,fqA|sn|snw|zn,Phonetic
X4A,,Determinative
X4B,,Determinative
X4C,,Determinative
X4D,,Determinative
X4E,,Determinative
X4F,,Determinative
X4G,,Determinative
X5,sn|sni,Phonetic
X5A,,Determinative
X6,pAt,Ideogram
X6A,,Determinative
X6B,,Determinative
X6C,,Determinative
X6D,,Determinative
X7,gsw|snw,Ideogram
X8,d|di|rdi,Phonetic
XA,,Determinative
XAr,,Determinative
Xkr,,Determinative
Xn,,Determinative
Xnm,,Determinative
Xnmw,,Determinative
Xr,,Determinative
Xrd,,Determinative
Y1,dmD|mDAt,Ideogram
Y10,,Determinative
Y11,gsty,Ideogram
Y12,,Determinative
Y13,,Determinative
Y14,,Determinative
Y15,,Determinative
Y16,,Determinative
Y17,shAt,Ideogram
Y18,sxm,Ideogram
Y18A,,Determinative
Y18B,,Determinative
Y18C,,Determinative
Y18D,,Determinative
Y19,,Determinative
Y1v,mDAt,Ideogram
Y2,dmD|mDAt,Ideogram
Y20,,Determinative
Y21,bxn,Ideogram
Y22,,Determinative
Y23,,Determinative
Y24,itn,Ideogram
Y25,,Determinative
Y26,,Determinative
Y27,an,Phonetic
Y2v,,Determinative
Y3,mnhd|naa|snaa|sS|zS,Phonetic
Y3A,,Determinative
Y3B,,Determinative
Y3C,,Determinative
Y4,mnhd|naa|snaa|sS|zS,Phonetic
Y4A,,Determinative
Y5,mn,Phonetic
Y5A,,Determinative
Y6,ibA,Ideogram
Y7,bnt,Ideogram
Y7A,,Determinative
Y8,sSSt|sxm|zSSt,Ideogram
Y8A,bAt,Ideogram
Z1,1,Phonetic
Z10,Sbn|sD|swA|wp|wr|xbs,Phonetic
Z102,imn|im|m,Phonetic
Z11,imi|wnm,Ideogram
Z11A,,Determinative
Z11B,,Determinative
Z12,Hw,Phonetic
Z13,,Determinative
Z14,,Determinative
Z15,,Determinative
Z16,,Determinative
Z17,,Determinative
Z18,,Determinative
Z19,,Determinative
Z1A,,Determinative
Z2,3,Phonetic
Z20,,Determinative
Z21,,Determinative
Z22,psH|spd,Ideogram
Z23,,Determinative
Z24,,Determinative
Z25,mnDty,Ideogram
Z25A,,Determinative
Z25B,,Determinative
Z26,,Determinative
Z27,,Determinative
Z28,,Determinative
Z29,,Determinative
Z29A,,Determinative
Z29B,,Determinative
Z2A,,Determinative
Z2B,,Determinative
Z2C,,Determinative
Z2D,,Determinative
Z3,3,Phonetic
Z30,,Determinative
Z31,,Determinative
Z32,,Determinative
Z33,,Determinative
Z34,,Determinative
Z35,,Determinative
Z36,,Determinative
Z37,,Determinative
Z38,,Determinative
Z39,,Determinative
Z3A,3,Phonetic
Z4,y,Phonetic
Z40,,Determinative
Z41,,Determinative
Z4A,2,Phonetic
Z4B,,Determinative
Z5,ms,Phonetic
Z5A,,Determinative
Z6,mwt,Ideogram
Z6A,,Determinative
Z7,w,Phonetic
Z8,Snw,Ideogram
Z9,Sbn|sD|swA|wp|wr|xbs,Phonetic
